date,month_name,year,division_name,index,summary
2025-08-01,August,2025,Transport,127.3,"On August 2025, the Core CPI for Transport was 127.3."
2018-01-01,January,2018,Information & Communication,97.4,"On January 2018, the Core CPI for Information & Communication was 97.4."
2018-02-01,February,2018,Information & Communication,97.3,"On February 2018, the Core CPI for Information & Communication was 97.3."
2018-03-01,March,2018,Information & Communication,97.2,"On March 2018, the Core CPI for Information & Communication was 97.2."
2018-04-01,April,2018,Information & Communication,97.1,"On April 2018, the Core CPI for Information & Communication was 97.1."
2018-05-01,May,2018,Information & Communication,96.9,"On May 2018, the Core CPI for Information & Communication was 96.9."
2018-06-01,June,2018,Information & Communication,94.0,"On June 2018, the Core CPI for Information & Communication was 94.0."
2018-07-01,July,2018,Information & Communication,94.0,"On July 2018, the Core CPI for Information & Communication was 94.0."
2018-08-01,August,2018,Information & Communication,93.9,"On August 2018, the Core CPI for Information & Communication was 93.9."
2018-09-01,September,2018,Information & Communication,96.1,"On September 2018, the Core CPI for Information & Communication was 96.1."
2018-10-01,October,2018,Information & Communication,96.1,"On October 2018, the Core CPI for Information & Communication was 96.1."
2018-11-01,November,2018,Information & Communication,96.1,"On November 2018, the Core CPI for Information & Communication was 96.1."
2018-12-01,December,2018,Information & Communication,96.1,"On December 2018, the Core CPI for Information & Communication was 96.1."
2019-01-01,January,2019,Information & Communication,96.0,"On January 2019, the Core CPI for Information & Communication was 96.0."
2019-02-01,February,2019,Information & Communication,96.1,"On February 2019, the Core CPI for Information & Communication was 96.1."
2019-03-01,March,2019,Information & Communication,96.1,"On March 2019, the Core CPI for Information & Communication was 96.1."
2019-04-01,April,2019,Information & Communication,96.0,"On April 2019, the Core CPI for Information & Communication was 96.0."
2019-05-01,May,2019,Information & Communication,96.0,"On May 2019, the Core CPI for Information & Communication was 96.0."
2019-06-01,June,2019,Information & Communication,96.0,"On June 2019, the Core CPI for Information & Communication was 96.0."
2019-07-01,July,2019,Information & Communication,96.0,"On July 2019, the Core CPI for Information & Communication was 96.0."
2019-08-01,August,2019,Information & Communication,96.0,"On August 2019, the Core CPI for Information & Communication was 96.0."
2019-09-01,September,2019,Information & Communication,96.0,"On September 2019, the Core CPI for Information & Communication was 96.0."
2019-10-01,October,2019,Information & Communication,97.4,"On October 2019, the Core CPI for Information & Communication was 97.4."
2019-11-01,November,2019,Information & Communication,97.5,"On November 2019, the Core CPI for Information & Communication was 97.5."
2019-12-01,December,2019,Information & Communication,97.5,"On December 2019, the Core CPI for Information & Communication was 97.5."
2020-01-01,January,2020,Information & Communication,97.5,"On January 2020, the Core CPI for Information & Communication was 97.5."
2020-02-01,February,2020,Information & Communication,97.5,"On February 2020, the Core CPI for Information & Communication was 97.5."
2020-03-01,March,2020,Information & Communication,97.5,"On March 2020, the Core CPI for Information & Communication was 97.5."
2020-04-01,April,2020,Information & Communication,97.5,"On April 2020, the Core CPI for Information & Communication was 97.5."
2020-05-01,May,2020,Information & Communication,97.5,"On May 2020, the Core CPI for Information & Communication was 97.5."
2020-06-01,June,2020,Information & Communication,97.5,"On June 2020, the Core CPI for Information & Communication was 97.5."
2020-07-01,July,2020,Information & Communication,97.5,"On July 2020, the Core CPI for Information & Communication was 97.5."
2020-08-01,August,2020,Information & Communication,97.5,"On August 2020, the Core CPI for Information & Communication was 97.5."
2020-09-01,September,2020,Information & Communication,97.5,"On September 2020, the Core CPI for Information & Communication was 97.5."
2020-10-01,October,2020,Information & Communication,97.5,"On October 2020, the Core CPI for Information & Communication was 97.5."
2020-11-01,November,2020,Information & Communication,97.5,"On November 2020, the Core CPI for Information & Communication was 97.5."
2020-12-01,December,2020,Information & Communication,97.5,"On December 2020, the Core CPI for Information & Communication was 97.5."
2021-01-01,January,2021,Information & Communication,97.5,"On January 2021, the Core CPI for Information & Communication was 97.5."
2021-02-01,February,2021,Information & Communication,97.5,"On February 2021, the Core CPI for Information & Communication was 97.5."
2021-03-01,March,2021,Information & Communication,97.5,"On March 2021, the Core CPI for Information & Communication was 97.5."
2021-04-01,April,2021,Information & Communication,97.5,"On April 2021, the Core CPI for Information & Communication was 97.5."
2021-05-01,May,2021,Information & Communication,97.5,"On May 2021, the Core CPI for Information & Communication was 97.5."
2021-06-01,June,2021,Information & Communication,97.5,"On June 2021, the Core CPI for Information & Communication was 97.5."
2021-07-01,July,2021,Information & Communication,97.5,"On July 2021, the Core CPI for Information & Communication was 97.5."
2021-08-01,August,2021,Information & Communication,97.5,"On August 2021, the Core CPI for Information & Communication was 97.5."
2021-09-01,September,2021,Information & Communication,97.5,"On September 2021, the Core CPI for Information & Communication was 97.5."
2021-10-01,October,2021,Information & Communication,97.5,"On October 2021, the Core CPI for Information & Communication was 97.5."
2021-11-01,November,2021,Information & Communication,97.5,"On November 2021, the Core CPI for Information & Communication was 97.5."
2021-12-01,December,2021,Information & Communication,97.5,"On December 2021, the Core CPI for Information & Communication was 97.5."
2022-01-01,January,2022,Information & Communication,97.5,"On January 2022, the Core CPI for Information & Communication was 97.5."
2022-02-01,February,2022,Information & Communication,97.5,"On February 2022, the Core CPI for Information & Communication was 97.5."
2022-03-01,March,2022,Information & Communication,97.5,"On March 2022, the Core CPI for Information & Communication was 97.5."
2022-04-01,April,2022,Information & Communication,97.5,"On April 2022, the Core CPI for Information & Communication was 97.5."
2022-05-01,May,2022,Information & Communication,97.5,"On May 2022, the Core CPI for Information & Communication was 97.5."
2022-06-01,June,2022,Information & Communication,97.5,"On June 2022, the Core CPI for Information & Communication was 97.5."
2022-07-01,July,2022,Information & Communication,97.5,"On July 2022, the Core CPI for Information & Communication was 97.5."
2022-08-01,August,2022,Information & Communication,97.5,"On August 2022, the Core CPI for Information & Communication was 97.5."
2022-09-01,September,2022,Information & Communication,97.5,"On September 2022, the Core CPI for Information & Communication was 97.5."
2022-10-01,October,2022,Information & Communication,97.5,"On October 2022, the Core CPI for Information & Communication was 97.5."
2022-11-01,November,2022,Information & Communication,97.5,"On November 2022, the Core CPI for Information & Communication was 97.5."
2022-12-01,December,2022,Information & Communication,97.4,"On December 2022, the Core CPI for Information & Communication was 97.4."
2023-01-01,January,2023,Information & Communication,96.1,"On January 2023, the Core CPI for Information & Communication was 96.1."
2023-02-01,February,2023,Information & Communication,96.1,"On February 2023, the Core CPI for Information & Communication was 96.1."
2023-03-01,March,2023,Information & Communication,96.1,"On March 2023, the Core CPI for Information & Communication was 96.1."
2023-04-01,April,2023,Information & Communication,96.1,"On April 2023, the Core CPI for Information & Communication was 96.1."
2023-05-01,May,2023,Information & Communication,93.9,"On May 2023, the Core CPI for Information & Communication was 93.9."
2023-06-01,June,2023,Information & Communication,94.0,"On June 2023, the Core CPI for Information & Communication was 94.0."
2023-07-01,July,2023,Information & Communication,93.9,"On July 2023, the Core CPI for Information & Communication was 93.9."
2023-08-01,August,2023,Information & Communication,93.9,"On August 2023, the Core CPI for Information & Communication was 93.9."
2023-09-01,September,2023,Information & Communication,93.9,"On September 2023, the Core CPI for Information & Communication was 93.9."
2023-10-01,October,2023,Information & Communication,93.9,"On October 2023, the Core CPI for Information & Communication was 93.9."
2023-11-01,November,2023,Information & Communication,93.9,"On November 2023, the Core CPI for Information & Communication was 93.9."
2023-12-01,December,2023,Information & Communication,93.8,"On December 2023, the Core CPI for Information & Communication was 93.8."
2024-01-01,January,2024,Information & Communication,93.8,"On January 2024, the Core CPI for Information & Communication was 93.8."
2024-02-01,February,2024,Information & Communication,93.8,"On February 2024, the Core CPI for Information & Communication was 93.8."
2024-03-01,March,2024,Information & Communication,93.8,"On March 2024, the Core CPI for Information & Communication was 93.8."
2024-04-01,April,2024,Information & Communication,93.7,"On April 2024, the Core CPI for Information & Communication was 93.7."
2024-05-01,May,2024,Information & Communication,94.3,"On May 2024, the Core CPI for Information & Communication was 94.3."
2024-06-01,June,2024,Information & Communication,94.3,"On June 2024, the Core CPI for Information & Communication was 94.3."
2024-07-01,July,2024,Information & Communication,94.4,"On July 2024, the Core CPI for Information & Communication was 94.4."
2024-08-01,August,2024,Information & Communication,94.4,"On August 2024, the Core CPI for Information & Communication was 94.4."
2024-09-01,September,2024,Information & Communication,94.3,"On September 2024, the Core CPI for Information & Communication was 94.3."
2024-10-01,October,2024,Information & Communication,92.3,"On October 2024, the Core CPI for Information & Communication was 92.3."
2024-11-01,November,2024,Information & Communication,90.2,"On November 2024, the Core CPI for Information & Communication was 90.2."
2024-12-01,December,2024,Information & Communication,88.7,"On December 2024, the Core CPI for Information & Communication was 88.7."
2025-01-01,January,2025,Information & Communication,88.8,"On January 2025, the Core CPI for Information & Communication was 88.8."
2025-02-01,February,2025,Information & Communication,88.8,"On February 2025, the Core CPI for Information & Communication was 88.8."
2025-03-01,March,2025,Information & Communication,88.7,"On March 2025, the Core CPI for Information & Communication was 88.7."
2025-04-01,April,2025,Information & Communication,89.5,"On April 2025, the Core CPI for Information & Communication was 89.5."
2025-05-01,May,2025,Information & Communication,89.4,"On May 2025, the Core CPI for Information & Communication was 89.4."
2025-06-01,June,2025,Information & Communication,89.2,"On June 2025, the Core CPI for Information & Communication was 89.2."
2025-07-01,July,2025,Information & Communication,88.4,"On July 2025, the Core CPI for Information & Communication was 88.4."
2025-08-01,August,2025,Information & Communication,89.1,"On August 2025, the Core CPI for Information & Communication was 89.1."
2018-01-01,January,2018,"Recreation, Sport & Culture",111.8,"On January 2018, the Core CPI for Recreation, Sport & Culture was 111.8."
2018-02-01,February,2018,"Recreation, Sport & Culture",112.0,"On February 2018, the Core CPI for Recreation, Sport & Culture was 112.0."
2018-03-01,March,2018,"Recreation, Sport & Culture",112.0,"On March 2018, the Core CPI for Recreation, Sport & Culture was 112.0."
2018-04-01,April,2018,"Recreation, Sport & Culture",112.1,"On April 2018, the Core CPI for Recreation, Sport & Culture was 112.1."
2018-05-01,May,2018,"Recreation, Sport & Culture",112.0,"On May 2018, the Core CPI for Recreation, Sport & Culture was 112.0."
2018-06-01,June,2018,"Recreation, Sport & Culture",108.7,"On June 2018, the Core CPI for Recreation, Sport & Culture was 108.7."
2018-07-01,July,2018,"Recreation, Sport & Culture",108.9,"On July 2018, the Core CPI for Recreation, Sport & Culture was 108.9."
2018-08-01,August,2018,"Recreation, Sport & Culture",109.0,"On August 2018, the Core CPI for Recreation, Sport & Culture was 109.0."
2018-09-01,September,2018,"Recreation, Sport & Culture",111.3,"On September 2018, the Core CPI for Recreation, Sport & Culture was 111.3."
2018-10-01,October,2018,"Recreation, Sport & Culture",111.4,"On October 2018, the Core CPI for Recreation, Sport & Culture was 111.4."
2018-11-01,November,2018,"Recreation, Sport & Culture",111.4,"On November 2018, the Core CPI for Recreation, Sport & Culture was 111.4."
2018-12-01,December,2018,"Recreation, Sport & Culture",111.5,"On December 2018, the Core CPI for Recreation, Sport & Culture was 111.5."
2019-01-01,January,2019,"Recreation, Sport & Culture",111.4,"On January 2019, the Core CPI for Recreation, Sport & Culture was 111.4."
2019-02-01,February,2019,"Recreation, Sport & Culture",111.6,"On February 2019, the Core CPI for Recreation, Sport & Culture was 111.6."
2019-03-01,March,2019,"Recreation, Sport & Culture",111.5,"On March 2019, the Core CPI for Recreation, Sport & Culture was 111.5."
2019-04-01,April,2019,"Recreation, Sport & Culture",111.6,"On April 2019, the Core CPI for Recreation, Sport & Culture was 111.6."
2019-05-01,May,2019,"Recreation, Sport & Culture",111.5,"On May 2019, the Core CPI for Recreation, Sport & Culture was 111.5."
2019-06-01,June,2019,"Recreation, Sport & Culture",111.6,"On June 2019, the Core CPI for Recreation, Sport & Culture was 111.6."
2019-07-01,July,2019,"Recreation, Sport & Culture",111.5,"On July 2019, the Core CPI for Recreation, Sport & Culture was 111.5."
2019-08-01,August,2019,"Recreation, Sport & Culture",111.5,"On August 2019, the Core CPI for Recreation, Sport & Culture was 111.5."
2019-09-01,September,2019,"Recreation, Sport & Culture",112.2,"On September 2019, the Core CPI for Recreation, Sport & Culture was 112.2."
2019-10-01,October,2019,"Recreation, Sport & Culture",112.2,"On October 2019, the Core CPI for Recreation, Sport & Culture was 112.2."
2019-11-01,November,2019,"Recreation, Sport & Culture",112.3,"On November 2019, the Core CPI for Recreation, Sport & Culture was 112.3."
2019-12-01,December,2019,"Recreation, Sport & Culture",112.1,"On December 2019, the Core CPI for Recreation, Sport & Culture was 112.1."
2020-01-01,January,2020,"Recreation, Sport & Culture",112.4,"On January 2020, the Core CPI for Recreation, Sport & Culture was 112.4."
2020-02-01,February,2020,"Recreation, Sport & Culture",112.4,"On February 2020, the Core CPI for Recreation, Sport & Culture was 112.4."
2020-03-01,March,2020,"Recreation, Sport & Culture",112.3,"On March 2020, the Core CPI for Recreation, Sport & Culture was 112.3."
2020-04-01,April,2020,"Recreation, Sport & Culture",112.3,"On April 2020, the Core CPI for Recreation, Sport & Culture was 112.3."
2020-05-01,May,2020,"Recreation, Sport & Culture",112.3,"On May 2020, the Core CPI for Recreation, Sport & Culture was 112.3."
2020-06-01,June,2020,"Recreation, Sport & Culture",112.3,"On June 2020, the Core CPI for Recreation, Sport & Culture was 112.3."
2020-07-01,July,2020,"Recreation, Sport & Culture",112.3,"On July 2020, the Core CPI for Recreation, Sport & Culture was 112.3."
2020-08-01,August,2020,"Recreation, Sport & Culture",112.2,"On August 2020, the Core CPI for Recreation, Sport & Culture was 112.2."
2020-09-01,September,2020,"Recreation, Sport & Culture",112.3,"On September 2020, the Core CPI for Recreation, Sport & Culture was 112.3."
2020-10-01,October,2020,"Recreation, Sport & Culture",112.4,"On October 2020, the Core CPI for Recreation, Sport & Culture was 112.4."
2020-11-01,November,2020,"Recreation, Sport & Culture",112.4,"On November 2020, the Core CPI for Recreation, Sport & Culture was 112.4."
2020-12-01,December,2020,"Recreation, Sport & Culture",112.4,"On December 2020, the Core CPI for Recreation, Sport & Culture was 112.4."
2021-01-01,January,2021,"Recreation, Sport & Culture",112.5,"On January 2021, the Core CPI for Recreation, Sport & Culture was 112.5."
2021-02-01,February,2021,"Recreation, Sport & Culture",112.5,"On February 2021, the Core CPI for Recreation, Sport & Culture was 112.5."
2021-03-01,March,2021,"Recreation, Sport & Culture",112.9,"On March 2021, the Core CPI for Recreation, Sport & Culture was 112.9."
2021-04-01,April,2021,"Recreation, Sport & Culture",113.1,"On April 2021, the Core CPI for Recreation, Sport & Culture was 113.1."
2021-05-01,May,2021,"Recreation, Sport & Culture",113.0,"On May 2021, the Core CPI for Recreation, Sport & Culture was 113.0."
2021-06-01,June,2021,"Recreation, Sport & Culture",113.0,"On June 2021, the Core CPI for Recreation, Sport & Culture was 113.0."
2021-07-01,July,2021,"Recreation, Sport & Culture",113.0,"On July 2021, the Core CPI for Recreation, Sport & Culture was 113.0."
2021-08-01,August,2021,"Recreation, Sport & Culture",113.0,"On August 2021, the Core CPI for Recreation, Sport & Culture was 113.0."
2021-09-01,September,2021,"Recreation, Sport & Culture",113.0,"On September 2021, the Core CPI for Recreation, Sport & Culture was 113.0."
2021-10-01,October,2021,"Recreation, Sport & Culture",112.6,"On October 2021, the Core CPI for Recreation, Sport & Culture was 112.6."
2021-11-01,November,2021,"Recreation, Sport & Culture",112.6,"On November 2021, the Core CPI for Recreation, Sport & Culture was 112.6."
2021-12-01,December,2021,"Recreation, Sport & Culture",112.9,"On December 2021, the Core CPI for Recreation, Sport & Culture was 112.9."
2022-01-01,January,2022,"Recreation, Sport & Culture",113.8,"On January 2022, the Core CPI for Recreation, Sport & Culture was 113.8."
2022-02-01,February,2022,"Recreation, Sport & Culture",114.3,"On February 2022, the Core CPI for Recreation, Sport & Culture was 114.3."
2022-03-01,March,2022,"Recreation, Sport & Culture",114.2,"On March 2022, the Core CPI for Recreation, Sport & Culture was 114.2."
2022-04-01,April,2022,"Recreation, Sport & Culture",114.6,"On April 2022, the Core CPI for Recreation, Sport & Culture was 114.6."
2022-05-01,May,2022,"Recreation, Sport & Culture",115.0,"On May 2022, the Core CPI for Recreation, Sport & Culture was 115.0."
2022-06-01,June,2022,"Recreation, Sport & Culture",115.5,"On June 2022, the Core CPI for Recreation, Sport & Culture was 115.5."
2022-07-01,July,2022,"Recreation, Sport & Culture",115.8,"On July 2022, the Core CPI for Recreation, Sport & Culture was 115.8."
2022-08-01,August,2022,"Recreation, Sport & Culture",116.1,"On August 2022, the Core CPI for Recreation, Sport & Culture was 116.1."
2022-09-01,September,2022,"Recreation, Sport & Culture",116.5,"On September 2022, the Core CPI for Recreation, Sport & Culture was 116.5."
2022-10-01,October,2022,"Recreation, Sport & Culture",116.4,"On October 2022, the Core CPI for Recreation, Sport & Culture was 116.4."
2022-11-01,November,2022,"Recreation, Sport & Culture",116.6,"On November 2022, the Core CPI for Recreation, Sport & Culture was 116.6."
2022-12-01,December,2022,"Recreation, Sport & Culture",115.6,"On December 2022, the Core CPI for Recreation, Sport & Culture was 115.6."
2023-01-01,January,2023,"Recreation, Sport & Culture",116.9,"On January 2023, the Core CPI for Recreation, Sport & Culture was 116.9."
2023-02-01,February,2023,"Recreation, Sport & Culture",116.3,"On February 2023, the Core CPI for Recreation, Sport & Culture was 116.3."
2023-03-01,March,2023,"Recreation, Sport & Culture",116.3,"On March 2023, the Core CPI for Recreation, Sport & Culture was 116.3."
2023-04-01,April,2023,"Recreation, Sport & Culture",116.7,"On April 2023, the Core CPI for Recreation, Sport & Culture was 116.7."
2023-05-01,May,2023,"Recreation, Sport & Culture",117.1,"On May 2023, the Core CPI for Recreation, Sport & Culture was 117.1."
2023-06-01,June,2023,"Recreation, Sport & Culture",117.4,"On June 2023, the Core CPI for Recreation, Sport & Culture was 117.4."
2023-07-01,July,2023,"Recreation, Sport & Culture",117.1,"On July 2023, the Core CPI for Recreation, Sport & Culture was 117.1."
2023-08-01,August,2023,"Recreation, Sport & Culture",117.3,"On August 2023, the Core CPI for Recreation, Sport & Culture was 117.3."
2023-09-01,September,2023,"Recreation, Sport & Culture",117.1,"On September 2023, the Core CPI for Recreation, Sport & Culture was 117.1."
2023-10-01,October,2023,"Recreation, Sport & Culture",117.2,"On October 2023, the Core CPI for Recreation, Sport & Culture was 117.2."
2023-11-01,November,2023,"Recreation, Sport & Culture",117.3,"On November 2023, the Core CPI for Recreation, Sport & Culture was 117.3."
2023-12-01,December,2023,"Recreation, Sport & Culture",117.8,"On December 2023, the Core CPI for Recreation, Sport & Culture was 117.8."
2024-01-01,January,2024,"Recreation, Sport & Culture",117.8,"On January 2024, the Core CPI for Recreation, Sport & Culture was 117.8."
2024-02-01,February,2024,"Recreation, Sport & Culture",118.2,"On February 2024, the Core CPI for Recreation, Sport & Culture was 118.2."
2024-03-01,March,2024,"Recreation, Sport & Culture",118.0,"On March 2024, the Core CPI for Recreation, Sport & Culture was 118.0."
2024-04-01,April,2024,"Recreation, Sport & Culture",119.0,"On April 2024, the Core CPI for Recreation, Sport & Culture was 119.0."
2024-05-01,May,2024,"Recreation, Sport & Culture",119.3,"On May 2024, the Core CPI for Recreation, Sport & Culture was 119.3."
2024-06-01,June,2024,"Recreation, Sport & Culture",119.6,"On June 2024, the Core CPI for Recreation, Sport & Culture was 119.6."
2024-07-01,July,2024,"Recreation, Sport & Culture",119.7,"On July 2024, the Core CPI for Recreation, Sport & Culture was 119.7."
2024-08-01,August,2024,"Recreation, Sport & Culture",119.7,"On August 2024, the Core CPI for Recreation, Sport & Culture was 119.7."
2024-09-01,September,2024,"Recreation, Sport & Culture",119.7,"On September 2024, the Core CPI for Recreation, Sport & Culture was 119.7."
2024-10-01,October,2024,"Recreation, Sport & Culture",119.6,"On October 2024, the Core CPI for Recreation, Sport & Culture was 119.6."
2024-11-01,November,2024,"Recreation, Sport & Culture",119.7,"On November 2024, the Core CPI for Recreation, Sport & Culture was 119.7."
2024-12-01,December,2024,"Recreation, Sport & Culture",119.8,"On December 2024, the Core CPI for Recreation, Sport & Culture was 119.8."
2025-01-01,January,2025,"Recreation, Sport & Culture",119.9,"On January 2025, the Core CPI for Recreation, Sport & Culture was 119.9."
2025-02-01,February,2025,"Recreation, Sport & Culture",120.0,"On February 2025, the Core CPI for Recreation, Sport & Culture was 120.0."
2025-03-01,March,2025,"Recreation, Sport & Culture",120.0,"On March 2025, the Core CPI for Recreation, Sport & Culture was 120.0."
2025-04-01,April,2025,"Recreation, Sport & Culture",120.5,"On April 2025, the Core CPI for Recreation, Sport & Culture was 120.5."
2025-05-01,May,2025,"Recreation, Sport & Culture",120.4,"On May 2025, the Core CPI for Recreation, Sport & Culture was 120.4."
2025-06-01,June,2025,"Recreation, Sport & Culture",120.5,"On June 2025, the Core CPI for Recreation, Sport & Culture was 120.5."
2025-07-01,July,2025,"Recreation, Sport & Culture",120.6,"On July 2025, the Core CPI for Recreation, Sport & Culture was 120.6."
2025-08-01,August,2025,"Recreation, Sport & Culture",120.8,"On August 2025, the Core CPI for Recreation, Sport & Culture was 120.8."
2018-01-01,January,2018,Education,117.7,"On January 2018, the Core CPI for Education was 117.7."
2018-02-01,February,2018,Education,117.8,"On February 2018, the Core CPI for Education was 117.8."
2018-03-01,March,2018,Education,117.9,"On March 2018, the Core CPI for Education was 117.9."
2018-04-01,April,2018,Education,118.0,"On April 2018, the Core CPI for Education was 118.0."
2018-05-01,May,2018,Education,118.1,"On May 2018, the Core CPI for Education was 118.1."
2018-06-01,June,2018,Education,117.9,"On June 2018, the Core CPI for Education was 117.9."
2018-07-01,July,2018,Education,118.0,"On July 2018, the Core CPI for Education was 118.0."
2018-08-01,August,2018,Education,118.1,"On August 2018, the Core CPI for Education was 118.1."
2018-09-01,September,2018,Education,118.1,"On September 2018, the Core CPI for Education was 118.1."
2018-10-01,October,2018,Education,118.1,"On October 2018, the Core CPI for Education was 118.1."
2018-11-01,November,2018,Education,118.4,"On November 2018, the Core CPI for Education was 118.4."
2018-12-01,December,2018,Education,118.3,"On December 2018, the Core CPI for Education was 118.3."
2019-01-01,January,2019,Education,118.8,"On January 2019, the Core CPI for Education was 118.8."
2019-02-01,February,2019,Education,119.3,"On February 2019, the Core CPI for Education was 119.3."
2019-03-01,March,2019,Education,119.4,"On March 2019, the Core CPI for Education was 119.4."
2019-04-01,April,2019,Education,119.4,"On April 2019, the Core CPI for Education was 119.4."
2019-05-01,May,2019,Education,119.5,"On May 2019, the Core CPI for Education was 119.5."
2019-06-01,June,2019,Education,119.5,"On June 2019, the Core CPI for Education was 119.5."
2019-07-01,July,2019,Education,119.6,"On July 2019, the Core CPI for Education was 119.6."
2019-08-01,August,2019,Education,119.7,"On August 2019, the Core CPI for Education was 119.7."
2019-09-01,September,2019,Education,120.2,"On September 2019, the Core CPI for Education was 120.2."
2019-10-01,October,2019,Education,120.3,"On October 2019, the Core CPI for Education was 120.3."
2019-11-01,November,2019,Education,120.3,"On November 2019, the Core CPI for Education was 120.3."
2019-12-01,December,2019,Education,120.3,"On December 2019, the Core CPI for Education was 120.3."
2020-01-01,January,2020,Education,120.8,"On January 2020, the Core CPI for Education was 120.8."
2020-02-01,February,2020,Education,120.9,"On February 2020, the Core CPI for Education was 120.9."
2020-03-01,March,2020,Education,120.9,"On March 2020, the Core CPI for Education was 120.9."
2020-04-01,April,2020,Education,120.8,"On April 2020, the Core CPI for Education was 120.8."
2020-05-01,May,2020,Education,120.7,"On May 2020, the Core CPI for Education was 120.7."
2020-06-01,June,2020,Education,120.5,"On June 2020, the Core CPI for Education was 120.5."
2020-07-01,July,2020,Education,121.0,"On July 2020, the Core CPI for Education was 121.0."
2020-08-01,August,2020,Education,121.0,"On August 2020, the Core CPI for Education was 121.0."
2020-09-01,September,2020,Education,121.1,"On September 2020, the Core CPI for Education was 121.1."
2020-10-01,October,2020,Education,121.1,"On October 2020, the Core CPI for Education was 121.1."
2020-11-01,November,2020,Education,121.0,"On November 2020, the Core CPI for Education was 121.0."
2020-12-01,December,2020,Education,121.0,"On December 2020, the Core CPI for Education was 121.0."
2021-01-01,January,2021,Education,121.0,"On January 2021, the Core CPI for Education was 121.0."
2021-02-01,February,2021,Education,121.0,"On February 2021, the Core CPI for Education was 121.0."
2021-03-01,March,2021,Education,120.9,"On March 2021, the Core CPI for Education was 120.9."
2021-04-01,April,2021,Education,121.1,"On April 2021, the Core CPI for Education was 121.1."
2021-05-01,May,2021,Education,121.1,"On May 2021, the Core CPI for Education was 121.1."
2021-06-01,June,2021,Education,121.1,"On June 2021, the Core CPI for Education was 121.1."
2021-07-01,July,2021,Education,121.1,"On July 2021, the Core CPI for Education was 121.1."
2021-08-01,August,2021,Education,121.0,"On August 2021, the Core CPI for Education was 121.0."
2021-09-01,September,2021,Education,121.0,"On September 2021, the Core CPI for Education was 121.0."
2021-10-01,October,2021,Education,121.0,"On October 2021, the Core CPI for Education was 121.0."
2021-11-01,November,2021,Education,121.1,"On November 2021, the Core CPI for Education was 121.1."
2021-12-01,December,2021,Education,121.2,"On December 2021, the Core CPI for Education was 121.2."
2022-01-01,January,2022,Education,121.8,"On January 2022, the Core CPI for Education was 121.8."
2022-02-01,February,2022,Education,121.9,"On February 2022, the Core CPI for Education was 121.9."
2022-03-01,March,2022,Education,122.0,"On March 2022, the Core CPI for Education was 122.0."
2022-04-01,April,2022,Education,122.3,"On April 2022, the Core CPI for Education was 122.3."
2022-05-01,May,2022,Education,122.3,"On May 2022, the Core CPI for Education was 122.3."
2022-06-01,June,2022,Education,122.4,"On June 2022, the Core CPI for Education was 122.4."
2022-07-01,July,2022,Education,122.5,"On July 2022, the Core CPI for Education was 122.5."
2022-08-01,August,2022,Education,122.5,"On August 2022, the Core CPI for Education was 122.5."
2022-09-01,September,2022,Education,122.6,"On September 2022, the Core CPI for Education was 122.6."
2022-10-01,October,2022,Education,122.7,"On October 2022, the Core CPI for Education was 122.7."
2022-11-01,November,2022,Education,122.9,"On November 2022, the Core CPI for Education was 122.9."
2022-12-01,December,2022,Education,122.9,"On December 2022, the Core CPI for Education was 122.9."
2023-01-01,January,2023,Education,123.4,"On January 2023, the Core CPI for Education was 123.4."
2023-02-01,February,2023,Education,123.9,"On February 2023, the Core CPI for Education was 123.9."
2023-03-01,March,2023,Education,124.1,"On March 2023, the Core CPI for Education was 124.1."
2023-04-01,April,2023,Education,124.3,"On April 2023, the Core CPI for Education was 124.3."
2023-05-01,May,2023,Education,124.6,"On May 2023, the Core CPI for Education was 124.6."
2023-06-01,June,2023,Education,124.7,"On June 2023, the Core CPI for Education was 124.7."
2023-07-01,July,2023,Education,124.9,"On July 2023, the Core CPI for Education was 124.9."
2023-08-01,August,2023,Education,125.1,"On August 2023, the Core CPI for Education was 125.1."
2023-09-01,September,2023,Education,125.1,"On September 2023, the Core CPI for Education was 125.1."
2023-10-01,October,2023,Education,125.3,"On October 2023, the Core CPI for Education was 125.3."
2023-11-01,November,2023,Education,125.3,"On November 2023, the Core CPI for Education was 125.3."
2023-12-01,December,2023,Education,125.3,"On December 2023, the Core CPI for Education was 125.3."
2024-01-01,January,2024,Education,125.5,"On January 2024, the Core CPI for Education was 125.5."
2024-02-01,February,2024,Education,125.7,"On February 2024, the Core CPI for Education was 125.7."
2024-03-01,March,2024,Education,125.9,"On March 2024, the Core CPI for Education was 125.9."
2024-04-01,April,2024,Education,126.1,"On April 2024, the Core CPI for Education was 126.1."
2024-05-01,May,2024,Education,126.5,"On May 2024, the Core CPI for Education was 126.5."
2024-06-01,June,2024,Education,126.8,"On June 2024, the Core CPI for Education was 126.8."
2024-07-01,July,2024,Education,127.0,"On July 2024, the Core CPI for Education was 127.0."
2024-08-01,August,2024,Education,127.0,"On August 2024, the Core CPI for Education was 127.0."
2024-09-01,September,2024,Education,127.0,"On September 2024, the Core CPI for Education was 127.0."
2024-10-01,October,2024,Education,127.2,"On October 2024, the Core CPI for Education was 127.2."
2024-11-01,November,2024,Education,127.2,"On November 2024, the Core CPI for Education was 127.2."
2024-12-01,December,2024,Education,127.2,"On December 2024, the Core CPI for Education was 127.2."
